id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
1011,2025-11-24,1801,20,6,4,,153.46,122262.02
1012,2025-12-11,70,8,10,3,1570.27,308.2,
1017,2025-08-19,1198,44,14,7,356.86,444.8,
1020,2025-11-22,415,74,8,2,,329.03,282145.51
1021,,2582,33,15,3,1791.75,,241800.05
1025,2025-01-20,1560,7,13,7,,23.88,23042.05
1027,2025-11-23,2778,55,12,6,1101.74,,172028.14
1031,2025-02-23,1930,19,14,11,444.53,39.34,
1033,2025-12-26,949,8,7,6,,283.71,256543.07
1034,2025-08-01,1757,30,15,6,300.96,,
1039,,2616,78,12,6,,244.18,85272.76
1040,2025-04-05,2243,66,2,6,1453.3,284.61,
1042,2025-05-31,2873,34,2,12,877.59,,32454.06
1043,2025-03-13,1601,68,4,12,,,82202.05
1045,2025-04-25,1090,1,5,2,1264.61,309.76,
1047,2025-01-04,2563,3,6,8,,64.85,63890.17
1048,,1869,56,1,8,1094.76,106.16,90894.15
1050,2025-02-22,2641,75,11,2,,7.95,16042.6
1051,,1026,37,9,12,65.98,,6767.13
1052,2025-11-05,19,76,2,11,,1364.41,113911.76
1054,2025-03-06,1704,41,9,8,,299.65,
1055,,2741,16,14,9,,2708.78,32898.39
1056,,2968,20,1,4,69.66,,13744.5
1057,2025-11-28,1604,22,2,6,574.77,68.79,
1058,2025-03-27,2845,77,5,3,,,107014.1
1059,2025-11-12,1327,45,10,2,,11.99,24432.81
1060,2025-07-24,2683,28,11,9,1641.28,114.05,
1062,,2081,79,11,12,1394.96,146.43,
1063,2025-06-22,2114,39,9,12,993.11,,27535.76
1067,2025-03-01,2344,6,7,11,924.52,71.92,
1069,2026-01-02,2830,54,4,5,1299.84,1670.18,
1071,2025-09-18,1695,72,6,7,1759.76,,264754.5
1072,2025-04-25,185,7,1,3,719.64,,97434.5
1073,2025-08-22,25,37,14,2,1394.4,156.55,
1076,2025-01-27,1082,70,10,1,1738.83,,223701.63
1079,,266,18,7,1,772.49,,
1080,2025-08-05,2348,42,6,10,,120.31,88647.92
1085,,2242,64,1,3,695.01,47.91,104110.3
1087,2025-12-02,1928,20,15,3,550.12,125.6,
1088,2025-01-03,1091,47,11,9,,140.97,156418.95
1089,2025-06-21,1500,46,7,4,,,32738.26
1090,2025-01-23,1415,47,8,12,,2950.41,329028.87
1092,2025-10-01,1626,76,8,12,,110.16,81029.68
1093,2025-10-16,1923,13,12,4,794.51,,100515.32
1094,2025-03-10,592,28,3,9,851.76,,166036.49
1096,2025-02-01,2625,76,14,8,1155.99,222.91,
1097,2026-01-13,2853,67,5,7,,311.54,106024.81
1100,,2228,24,12,5,428.78,64.53,
1102,2025-06-03,305,22,5,6,1852.66,,366312.75
1103,2025-12-24,2639,45,1,5,859.22,,166496.18
1104,2025-04-17,2932,67,8,9,,217.4,211254.12
1106,2025-10-14,1726,9,9,7,1225.86,135.7,
1107,,1503,49,14,6,130.61,23.2,11569.19
1111,2025-04-23,1223,8,12,11,1816.08,,361542.55
1113,,1820,37,8,9,953.91,130.66,130775.94
1114,2025-04-12,123,59,9,2,1482.35,,225271.62
1115,,430,15,12,9,990.61,191.48,136232.75
1117,2025-01-31,1878,6,11,5,,126.65,35006.66
1121,2025-03-04,2863,5,8,4,1023.56,66.4,
1122,2025-08-12,2946,5,12,10,,149.31,68340.14
1123,2025-10-30,403,35,13,1,100.19,16.93,
1125,2025-11-27,712,62,4,9,1876.85,256.56,
1126,2026-01-09,556,60,3,5,418.6,82.54,
1127,,1030,7,9,10,1595.14,,55804.38
1129,2025-11-26,1644,8,15,11,1146.39,,
1131,2025-12-26,1657,64,7,1,,188.27,37572.64
1132,,2548,24,6,1,1399.09,235.2,
1136,2025-07-01,2641,17,15,3,1260.55,76.25,
1137,,1475,51,8,6,1714.18,350.39,
1138,2025-09-12,5,67,2,3,160.61,25.56,
1139,2025-05-03,1054,13,14,7,68.78,12.87,
1141,2025-08-27,2826,57,3,7,,30.01,40778.33
1142,,2954,43,10,3,,346.64,
1144,2025-04-29,1548,5,10,1,1048.58,144.36,
1146,2026-01-22,1747,63,7,12,,103.65,7620.59
1148,2025-10-22,2255,52,4,9,1772.98,,116444.01
1149,,563,78,12,7,1597.63,395.64,84667.19
1152,2025-03-16,1434,4,8,5,,105.83,13661.71
1158,2025-05-14,1,18,4,5,,271.26,78719.97
1160,2025-10-27,2597,66,13,10,,74.26,69930.53
1161,2025-06-19,1053,34,8,7,748.2,168.54,
1163,2025-04-26,101,17,14,10,1258.76,,
1167,2026-02-01,2943,16,7,3,655.89,121.25,
1168,,1279,60,10,11,1278.49,96.13,139261.23
1169,,377,35,9,11,,165.21,52765.93
1170,2026-02-06,2541,25,5,2,484.27,66.97,
1174,,2880,62,1,6,885.76,160.84,37795.7
1175,2025-07-18,791,51,14,8,1251.35,191.61,
1176,2025-03-01,125,52,15,4,1515.6,313.42,
1177,2025-03-17,2524,79,14,3,1524.88,,258179.58
1178,2025-10-05,3761,8,10,10,1488.83,,65791.73
1179,2025-02-23,1512,1,13,11,1903.73,,164024.08
1181,2025-01-01,1466,64,5,4,412.24,,16238.21
1182,,442,77,7,10,,95.62,282437.73
1185,,805,43,4,11,,,
1187,2025-06-20,2616,58,13,11,,205.89,65864.39
1188,2025-09-12,1805,4,10,11,1968.75,159.54,
1189,2025-03-15,2417,2,1,9,,,270806.61
1191,2025-05-10,2132,59,9,2,,163.79,38875.1
1192,2025-02-08,2025,5,1,1,1938.27,,163602.89
1193,2026-01-07,2387,37,11,6,372.56,,24149.78
1194,2025-01-02,257,8,10,4,,99.44,61912.51
1195,2026-01-20,2882,5,10,7,1511.44,,67099.49
1198,2025-09-20,2761,74,13,11,76.54,,6589.98
1199,,1358,58,8,3,,41.29,23527.73
1201,2025-09-05,813,17,9,5,,66.96,34661.85
1202,,1288,14,11,11,525.74,53.91,13614.16
1206,2025-02-02,868,45,1,8,,289.62,183432.08
1211,2025-04-18,1652,23,12,5,710.89,,106516.98
1220,2025-08-03,1199,74,7,1,942.34,,45372.96
1224,2025-03-15,1004,24,2,6,283.65,,29478.22
1227,2026-01-02,1606,61,11,9,927.93,,102517.03
1228,2025-09-29,912,47,15,3,338.49,48.44,
1229,2025-09-11,1635,71,5,7,117.55,25.73,
1232,,2705,54,8,1,693.79,63.22,65521.27
1234,2025-09-06,2479,10,13,2,200.03,29.66,
1235,,598,17,15,10,326.96,39.11,38689.37
1236,2025-07-11,2784,63,3,3,1356.28,301.86,
1237,2025-04-21,963,37,1,9,441.99,94.02,
1238,2025-07-15,2640,67,1,9,1891.89,,163572.11
1240,2025-09-13,2330,30,10,3,1280.18,,253584.4
1241,2025-07-22,2995,74,14,9,,93.75,11864.02
1244,,1292,45,4,3,674.17,138.49,61095.49
1245,2025-02-13,2887,51,6,12,1977.94,407.99,
1246,2025-08-07,2956,1,12,6,,190.98,77913.23
1247,2025-12-04,16,59,3,4,1486.8,109.63,
1248,2025-12-07,2084,44,15,2,,274.95,
1255,2026-02-15,1681,70,10,3,1394.21,110.73,
1256,2025-06-27,1888,16,11,9,864.36,,169776.36
1259,2025-11-07,3851,31,13,2,,54.79,44848.9
1260,2025-01-27,1118,12,9,7,380.92,,49845.27
1262,2025-06-01,2892,30,9,12,,188.91,
1263,2025-02-15,1057,17,6,11,,262.93,137484.22
1264,2025-04-18,609,80,10,7,998.07,,167810.75
1266,2025-04-01,2059,64,2,2,,69.5,157079.21
1267,2025-08-06,2726,73,9,10,706.93,,30485.65
1270,2026-02-09,81,26,6,5,,251.39,347197.86
1272,2025-07-05,2976,6,5,2,,89.93,41688.54
1274,,1973,65,4,12,1255.16,126.13,242034.01
1275,2025-07-15,950,26,4,4,1564.84,344.54,
1278,2025-10-08,2948,20,14,2,1269.83,1782.44,
1279,,348,4,9,1,350.79,78.58,65005.89
1280,2025-11-08,1297,31,13,6,,91.08,
1283,2026-01-03,1970,29,4,4,1843.37,,164280.76
1287,2025-01-04,2831,36,2,12,,27.03,6624.64
1289,2025-02-22,1913,50,7,7,1679.59,,86282.22
1291,2026-01-20,1223,64,6,4,1533.96,,
1292,2025-06-09,2039,56,7,10,748.3,,
1294,2025-11-09,2047,80,6,1,,271.05,
1296,2025-10-15,52,23,10,11,1456.7,,244171.48
1297,,1931,12,6,11,240.21,44.34,45786.88
1298,,2049,38,10,10,,217.2,166216.3
1300,2025-10-02,1177,78,7,4,,101.12,
1302,2026-01-02,1228,21,1,11,1042.4,,37698.22
1303,2025-06-16,1348,5,12,6,656.12,,117864.32
1304,2025-12-16,1647,12,15,11,876.34,,50850.33
1305,2025-10-29,1493,69,3,8,952.89,,89248.62
1306,2025-11-03,118,56,15,1,1709.29,2731.7,
1309,2026-02-12,1939,79,6,11,1875.65,171.98,
1310,,2465,54,4,4,1504.07,221.19,
1311,2025-04-03,222,40,5,9,622.79,,39273.19
1314,2025-10-21,699,43,12,11,227.22,21.51,
1317,2025-05-03,1110,33,15,10,785.1,,
1319,2025-04-07,1688,30,10,5,1194.26,284.55,
1320,2026-02-13,1198,41,3,6,,71.09,48791.33
1321,2025-02-05,337,61,15,9,,,117736.57
1322,2025-09-06,1982,17,12,8,1488.73,,97131.68
1325,2025-09-29,1399,68,4,11,,114.86,177286.68
1326,,2979,8,9,9,,109.97,106757.96
1328,,769,37,10,11,934.8,1061.32,118945.97
1329,2025-05-22,803,5,14,1,1245.17,,190864.32
1330,2026-01-27,700,40,5,8,,,
1334,2025-02-17,101,5,1,4,,106.1,93691.89
1338,,912,10,7,10,229.87,28.53,41810.59
1339,2025-08-14,653,33,7,7,,118.07,160261.76
1340,2026-01-20,1374,22,13,3,623.78,,90183.07
1343,2025-01-03,383,45,1,11,,138.69,
1345,2026-11-01,1198,21,11,10,,,208011.25
1346,2026-02-18,2838,58,9,11,,406.09,
1347,2026-02-03,2439,34,6,2,,62.54,33350.95
1348,2025-06-22,701,28,8,2,89.53,,4157.88
1349,2025-08-20,228,47,4,3,,25.38,
1350,2025-05-28,291,8,4,7,,157.91,22816.56
1351,2025-02-16,1869,10,14,4,1775.07,,338913.02
1353,2025-07-24,2611,78,15,11,1639.04,236.23,
1355,2025-10-14,894,79,1,6,,47.13,
1356,2025-01-03,1565,60,7,10,1060.42,154.15,
1358,,639,42,5,5,1584.05,,121823.25
1361,2025-11-12,2612,17,1,4,,39.7,
1362,2025-09-13,800,79,1,1,1846.29,,240359.38
1363,2025-11-20,642,78,14,7,1893.67,,245779.11
1370,2025-04-09,33,13,15,5,1759.46,,60204.22
1375,2025-05-17,762,56,12,5,,29.31,
1376,2025-02-02,1692,64,5,12,1462.22,275.05,
1377,2025-05-30,2002,44,3,9,,279.02,319646.2
1378,2025-06-24,1413,38,1,12,-1319.9,,55411.33
1379,2025-07-10,856,73,12,11,111.13,,16294.27
1386,2025-07-23,2693,57,13,3,,23.84,
1388,2025-07-18,513,13,9,1,,154.06,131727.75
1389,,2700,12,7,6,828.0,74.4,
1394,2025-09-12,1111,14,11,12,556.39,,38370.87
1396,2025-10-17,390,65,10,10,1623.23,,282572.21
1397,2026-01-13,1483,59,7,12,65.53,,12695.7
1399,2025-12-02,2517,59,15,5,1160.25,,91321.06
1402,2025-07-01,2923,61,5,10,,152.32,
1404,2025-06-24,272,27,5,11,,47.99,115928.5
1407,2025-01-05,2486,30,4,7,909.17,,92504.74
1409,,2816,18,14,1,461.77,84.44,
1411,2025-05-30,2453,12,8,10,,225.77,231133.75
1414,2025-04-21,1382,23,14,10,,,
1416,2025-07-26,280,36,12,4,,146.34,302927.86
1417,,731,7,1,9,1543.63,255.31,42693.89
1418,2025-07-27,2935,33,3,4,1606.53,,95092.52
1419,,666,10,13,8,,226.95,274030.63
1420,2025-02-23,2028,18,8,5,,84.87,163302.37
1421,,589,36,11,1,1341.75,262.06,
1422,2025-07-20,704,62,2,5,734.26,,70738.8
1425,2025-11-07,2233,64,9,11,,,244926.32
1426,2025-11-04,2668,66,8,12,,111.38,84537.76
1428,2025-04-16,74,65,2,4,301.48,25.52,
1429,2025-06-11,1515,57,4,2,608.62,,
1430,2025-09-04,288,8,1,3,,84.91,
1431,2025-11-05,1002,29,13,10,,,85228.51
1432,2025-09-20,503,58,4,9,,,204350.24
1435,2026-02-17,2205,53,8,11,1438.41,,
1436,2025-04-22,136,47,4,12,,58.44,96164.84
1438,2025-08-30,748,34,8,7,1704.53,,140936.02
1440,,1095,79,1,5,1031.28,147.92,62111.91
1442,2026-01-23,1327,31,4,1,70.43,10.52,
1445,2025-05-12,1306,46,7,6,,35.07,15142.25
1446,2025-08-17,1647,73,10,4,,27.57,54492.21
1448,2025-10-23,2463,30,14,9,333.27,35.02,
1450,,1076,70,6,12,,,157160.68
1455,,339,73,12,7,1625.65,87.23,69016.81
1456,2025-12-12,2672,30,3,2,,52.4,30690.26
1457,2025-01-04,2508,69,4,2,1993.57,,98176.37
1458,,629,47,7,6,836.65,192.24,99932.21
1460,,2227,43,8,9,257.74,45.66,
1464,2025-04-05,1562,55,5,9,1700.23,293.77,
1465,,1533,27,4,2,1333.61,88.57,74600.83
1469,2025-10-29,2342,8,7,2,1038.23,,74804.96
1470,2025-05-29,428,48,15,3,1052.05,143.5,
1472,2025-06-29,1942,30,4,8,,214.94,60364.39
1473,2025-10-21,1534,62,11,2,,,109242.01
1474,2025-07-16,2249,5,14,8,390.94,,
1477,2026-02-18,1872,24,3,4,1575.23,,152497.34
1478,2025-08-26,958,46,4,6,1694.54,,264978.11
1479,2026-01-29,1251,48,2,4,,,178985.42
1481,2025-07-07,1720,40,12,1,,,93808.79
1482,2025-03-27,776,67,5,4,,107.16,138651.92
1483,2025-02-02,2626,62,5,8,,114.79,89558.77
1484,2025-04-14,2196,25,7,8,,100.94,85992.66
1485,2025-11-25,2787,34,3,2,,,37364.75
1488,2025-07-03,1949,42,7,2,83.51,,15349.21
1489,,733,13,14,7,1212.81,115.09,65959.11
1490,2025-07-31,523,15,5,5,672.89,,26345.35
1494,2025-08-08,1165,3,11,10,,87.92,
1497,2025-04-15,831,22,15,8,116.81,,19470.94
1498,2025-04-19,286,12,7,3,1831.87,,257971.25
1499,2025-12-17,1189,26,2,1,,98.22,
1501,2026-01-15,416,22,6,12,,413.18,171093.71
1503,2026-02-01,662,77,12,7,1822.3,,119977.39
1504,2025-05-27,1395,28,10,12,825.78,,35317.6
1506,2025-07-19,504,34,15,3,,247.04,202462.14
1507,2025-02-21,2812,41,10,2,,23.17,
1509,2025-01-04,818,24,6,7,1172.0,247.96,
1510,2025-09-15,929,79,5,9,,285.27,73286.98
1512,2026-01-18,1235,42,3,3,,,61422.37
1515,2025-01-08,439,52,4,3,,55.27,55207.08
1516,2025-07-31,1219,22,8,3,,128.99,
1517,2025-09-03,3545,40,7,8,1277.67,,
1518,2026-02-20,388,58,1,3,,173.42,227448.56
1519,2026-01-12,1883,46,7,2,,385.84,
1522,2025-01-26,563,61,4,1,1671.27,,305360.6
1523,2025-01-19,1904,20,3,4,139.13,12.65,
1524,2025-09-12,1924,32,9,11,,76.79,112386.7
1525,2025-03-08,2430,50,13,7,691.62,76.71,
1527,2025-09-23,1113,31,15,11,,35.19,34329.47
1528,2025-01-11,2563,44,1,8,1518.43,,292610.75
1529,,2893,67,5,11,564.22,132.71,92144.76
1530,,2156,43,14,2,1891.67,342.31,183514.36
1531,,155,32,8,7,,,322453.09
1533,2025-12-17,2539,8,13,2,1563.3,355.61,
1534,2025-09-27,333,16,14,1,,,10172.83
1535,2025-02-19,1109,7,9,2,1705.77,321.79,
1536,2025-04-03,1898,68,15,11,,118.76,118083.44
1538,2025-02-28,2885,11,12,5,1685.24,142.47,
1539,2025-09-30,3510,76,5,3,,,95845.48
1541,2025-12-26,436,50,11,12,,164.04,144965.05
1543,2025-09-13,1890,22,2,4,,207.48,86909.74
1544,,2871,21,14,4,183.13,32.01,5723.99
1547,2025-06-21,1878,15,2,2,323.68,,7519.35
1548,,2416,24,13,7,405.72,78.83,32876.75
1550,2025-05-24,595,21,10,10,1754.73,,
1552,2025-06-23,1773,43,12,1,338.71,40.78,
1553,2025-04-01,1111,51,4,7,,78.17,156184.26
1554,2025-10-03,1674,76,15,7,205.07,,
1556,2025-06-17,672,57,13,8,,,
1559,2025-07-19,725,40,8,9,903.06,176.58,
1560,2025-10-20,48,31,5,6,,175.17,
1561,2025-10-15,3817,14,8,8,,,48916.1
1564,,1747,49,11,4,130.46,30.2,19682.83
1566,,20,28,3,12,594.51,146.29,32575.37
1567,,1110,49,7,9,,,47827.16
1568,2025-09-07,1808,46,8,11,,257.55,153681.26
1570,2025-02-25,355,71,8,8,1084.08,106.35,
1571,2025-12-04,2954,10,1,4,181.26,28.53,
1572,2026-02-11,2138,49,8,11,,153.79,267724.95
1573,2025-03-15,286,52,4,5,1554.68,180.49,
1576,,1533,43,3,12,1333.28,262.81,
1577,2025-03-13,24,24,3,8,,96.26,198943.58
1578,,1475,58,11,8,530.87,,31314.58
1579,2025-08-01,1599,75,13,12,1985.24,346.89,
1580,2025-06-11,2091,35,13,6,,127.84,
1582,2025-09-15,2179,73,10,9,1024.41,253.22,
1583,2025-08-23,1253,75,4,11,1155.88,,130407.68
1587,2026-01-02,1781,62,4,1,1506.63,,176051.43
1591,2025-03-08,1223,21,7,5,668.72,130.43,
1592,2025-04-09,1419,72,11,6,,149.85,90831.58
1593,2025-04-05,453,1,3,4,1122.1,,55237.72
1595,,774,75,6,1,385.72,,67565.67
1600,2025-02-15,2708,55,10,5,1566.96,,119893.83
1601,2025-03-26,2926,65,5,1,,19.86,14282.29
1605,2025-03-07,1617,76,11,11,,188.98,48949.59
1607,2025-07-18,2196,41,1,2,1351.87,,48363.32
1611,2025-02-13,2278,24,9,10,,20.41,7005.41
1613,2025-11-28,1617,70,7,4,,61.04,37388.57
1614,2026-02-01,1406,68,13,4,156.22,14.0,
1615,,161,65,9,6,1693.49,182.99,203818.82
1616,,1813,65,13,4,612.68,91.5,104374.6
1618,2025-08-31,2567,79,2,9,580.39,90.36,
1619,2025-01-10,1046,2,2,2,,336.59,249732.08
1620,2025-03-17,1092,37,4,11,,123.93,
1621,2025-04-11,846,51,6,10,,,
1622,2025-04-25,2139,17,14,12,782.95,105.24,
1627,2025-04-18,555,9,4,4,55.91,,9150.73
1629,2025-04-07,2806,11,6,12,599.97,,43706.84
1630,2025-09-07,509,15,12,8,,124.24,197359.21
1632,2025-08-18,254,9,11,10,-199.42,28.52,
1634,2025-02-16,1977,33,15,2,593.71,,48791.76
1636,2025-05-31,1073,27,6,3,1803.64,204.56,
1637,2026-02-18,2562,62,8,9,1268.88,,72876.35
1638,2025-04-21,1418,4,10,1,,,112654.18
1639,2025-11-23,2998,52,6,2,1570.34,142.73,
1640,2026-01-23,1934,4,12,10,,188.92,55452.36
1641,2026-02-14,1602,17,6,10,1993.65,153.15,
1645,2026-01-03,2835,4,10,5,251.88,,35193.42
1648,2025-09-24,1988,70,5,8,726.98,37.43,
1651,,1735,23,6,12,51.04,,
1652,2025-03-26,1155,67,5,10,,263.01,
1653,2025-09-18,720,3,12,8,1300.67,287.11,
1655,,94,2,13,11,,,233684.12
1657,2026-01-31,3761,14,8,2,1584.59,,140017.68
1658,2025-10-05,1338,15,6,2,1572.42,,274891.37
1661,2025-06-09,2692,24,13,12,,310.64,299967.18
1662,2025-01-27,183,60,2,10,,324.07,239951.93
1663,2025-04-02,828,35,1,6,1518.93,102.27,
1664,2025-01-29,1538,15,2,6,642.6,,128326.78
1667,2025-10-19,1288,11,11,9,,223.92,51503.11
1668,,1642,75,9,1,1790.39,,122729.99
1671,2025-01-11,3666,15,1,7,,56.71,35810.19
1672,2026-06-01,2044,38,10,5,740.04,,85798.0
1674,2025-11-03,1902,6,11,4,,16.6,
1676,2025-05-11,2698,18,13,6,,279.78,94936.5
1678,2025-06-09,2341,55,3,11,,187.23,253612.02
1679,2025-07-26,1599,52,8,6,,311.08,192810.16
1680,2025-07-27,1422,72,2,2,1996.04,,311938.91
1682,2025-08-02,1407,43,9,2,1683.85,152.9,
1688,,2232,70,4,12,430.31,22.83,59062.23
1695,2025-03-11,1882,68,4,10,1816.39,358.85,
1697,2025-06-25,2801,31,5,8,,106.82,
1698,2025-03-16,670,28,11,12,569.81,59.38,
1701,2026-01-14,3711,19,15,6,1462.57,,249329.61
1702,,109,31,14,10,,,
1703,2025-09-10,648,67,15,11,,76.83,197105.26
1704,,1488,5,7,9,281.98,19.4,10037.41
1707,2025-02-12,583,18,2,10,,409.31,
1708,2025-09-24,2530,30,1,10,1417.73,256.25,
1709,2025-01-24,2785,52,14,9,,70.59,52881.85
1710,,1343,38,10,11,848.54,1001.85,143610.91
1714,2025-06-30,2142,27,12,7,,12.67,30564.27
1715,,2370,68,1,2,110.73,19.54,9001.56
1717,2025-12-28,571,120,1,11,1778.76,,147489.3
1718,2026-01-11,2298,66,14,2,141.94,,
1721,2025-12-20,966,30,1,10,1398.59,,105979.44
1723,,1548,38,4,7,182.73,45.07,7388.86
1729,2025-11-07,2564,17,15,1,993.39,188.55,
1730,2025-12-21,987,27,14,5,1522.07,,93614.26
1731,2025-07-19,2870,77,9,1,,309.12,
1732,2025-02-25,2805,38,13,8,1218.96,125.3,
1734,2025-11-20,1285,26,1,10,,29.09,17080.94
1735,2025-04-27,682,64,3,4,644.69,,
1736,2025-10-05,2742,22,11,3,,112.96,20071.81
1740,2026-01-11,207,7,7,11,-58.64,10.53,
1741,2025-10-25,2126,57,15,8,1912.19,,352048.02
1742,,2188,76,15,5,1573.59,96.31,
1746,2025-09-07,2572,63,9,12,1437.76,,33451.71
1747,2025-06-04,495,69,8,2,,300.42,254628.68
1748,2025-05-18,843,14,14,4,,,42934.58
1749,2025-12-26,1495,73,14,10,951.81,,49431.88
1750,2025-04-18,2368,13,11,1,868.12,48.83,
1751,2025-10-20,1055,70,7,8,,22.69,
1752,,174,14,6,5,1354.36,,264016.58
1754,2025-09-07,2989,19,4,2,1737.3,330.46,
1755,,1906,57,8,2,1324.3,201.01,92065.21
1756,2026-01-24,250,79,7,9,502.92,,
1762,2025-07-12,350,72,3,6,1954.59,,354944.73
1764,2025-12-30,1330,14,10,4,424.39,,69369.92
1765,2026-01-06,407,22,6,12,308.66,18.1,
1767,,1704,69,13,5,1084.37,,149145.52
1768,2025-02-04,2555,20,1,9,1457.38,152.1,
1769,2026-01-21,2800,45,11,10,,321.45,50756.11
1770,,1936,42,1,3,1823.01,213.78,118002.04
1772,2025-11-13,1537,103,11,8,,173.17,
1774,2025-12-14,2941,24,10,2,,315.3,
1776,2025-11-15,994,70,12,1,732.73,73.74,
1777,2025-02-11,1793,21,7,2,,100.09,249381.23
1778,2025-08-04,1376,7,9,9,,245.91,121929.9
1780,2025-01-09,2624,58,9,6,622.08,,
1783,,2408,20,1,1,1138.61,114.96,71583.15
1784,2025-11-21,1266,73,13,4,1731.06,169.21,
1785,,634,46,14,5,1046.87,247.28,150164.69
1789,2025-07-08,831,59,6,10,1961.38,159.37,
1790,2025-04-19,2174,4,2,11,,28.93,
1791,2025-05-16,2354,15,8,12,680.71,96.08,
1792,2025-07-13,709,14,14,8,609.1,108.23,
1793,2025-10-23,2293,24,15,4,1238.61,,219274.04
1795,,1380,74,6,4,1890.33,126.27,232557.47
1798,2025-01-21,248,68,5,9,891.64,,73532.7
1799,2026-02-18,1091,37,13,2,,50.7,183161.11
1802,2025-10-07,646,59,14,12,648.59,,31182.6
1803,2025-05-01,2786,18,15,4,1720.84,,311885.3
1805,2026-01-26,178,75,9,1,1644.36,275.42,
1809,,2552,29,2,3,544.22,58.76,34922.13
1810,2025-04-15,894,60,4,11,630.22,,65686.43
1812,2026-01-21,2090,42,9,2,1843.46,,261315.52
1813,2025-02-28,2557,3,8,6,,,
1815,2025-09-17,876,15,6,7,378.93,85.12,
1816,2025-06-25,1089,32,6,3,,386.56,277485.12
1819,2025-11-27,2679,36,14,7,,97.5,
1820,2025-06-29,82,41,5,5,,66.39,89488.22
1821,2025-02-22,967,46,11,1,1868.18,,39482.53
1822,2025-07-29,2246,104,4,2,626.38,,117978.19
1825,2025-06-02,2625,19,2,12,1677.09,369.21,
1826,2025-03-27,1359,57,15,12,1994.76,497.71,
1829,2025-04-04,338,21,12,1,,12.82,
1830,2025-07-10,861,46,14,1,1597.98,119.94,
1836,2025-03-26,2316,28,4,5,,155.31,232544.62
1838,2025-09-06,1565,63,13,10,,281.77,259083.07
1839,2026-01-21,1388,21,10,1,1062.53,,
1840,2025-04-13,538,1,8,2,1087.2,266.51,
1841,2026-01-26,1913,8,12,2,,,
1842,2025-11-21,1305,16,14,2,1834.52,,165630.97
1844,2025-06-09,2646,75,15,3,,31.38,85660.11
1845,2025-07-24,934,13,11,6,152.54,9.8,
1846,2025-04-20,1320,36,11,1,,212.74,
1850,2025-07-12,2349,79,5,9,527.38,,59201.58
1851,2026-02-06,1801,68,10,6,,,65641.6
1852,,2997,3,4,9,1854.64,347.89,169651.18
1854,2025-05-09,1695,44,5,6,786.79,,47046.1
1855,2025-04-01,864,8,15,5,1937.73,,
1856,2026-01-13,881,64,12,1,1835.13,125.71,
1857,2025-02-11,733,77,3,10,1674.15,291.64,
1858,,2966,61,12,5,,80.35,
1860,2025-02-05,1226,8,5,8,,89.0,98037.18
1861,2025-07-23,2865,79,10,5,,107.49,
1864,2025-03-12,1093,77,13,5,229.61,34.25,
1866,2025-06-04,592,45,1,6,,157.9,48290.79
1867,2025-11-12,2212,79,7,2,1395.08,,187043.68
1869,2025-07-18,1412,13,2,8,856.46,70.41,
1872,2025-04-30,946,25,6,9,1321.62,,188990.49
1873,2025-06-19,97,56,3,8,654.91,43.58,
1874,2025-01-19,1081,13,7,2,,77.82,46255.1
1875,,1292,58,12,5,1319.39,231.21,
1876,2025-09-14,485,47,11,9,,191.74,
1877,2025-10-19,2682,33,13,4,914.29,81.52,
1878,2025-12-03,243,21,15,3,69.02,,6029.47
1879,2025-04-19,755,36,7,6,198.23,17.4,
1882,2025-10-07,1539,13,13,3,1873.87,,
1885,2026-01-05,953,36,15,5,,181.41,188865.47
1886,2025-06-27,1511,11,14,6,1494.57,,
1887,2025-05-07,2323,72,15,9,1668.0,313.8,
1888,2025-04-27,83,7,9,2,1592.37,,95501.87
1890,2026-10-02,2109,19,15,4,,176.11,131243.3
1892,,684,26,9,4,1540.42,308.73,164304.12
1893,2025-07-14,1445,44,9,6,1253.32,128.42,
1902,2025-07-24,3608,67,4,5,140.05,,15596.34
1907,2025-10-29,2174,23,4,12,471.48,96.31,
1908,2025-02-08,445,65,8,9,1800.71,127.31,
1909,2025-04-19,1225,39,13,7,1070.48,,21793.61
1910,2026-02-02,2667,13,7,7,,401.86,254107.87
1915,2025-08-31,2863,47,9,7,826.09,205.34,
1918,2025-01-25,2541,18,7,5,1703.78,,134477.64
1920,2025-04-02,656,2,1,11,1843.08,,179546.23
1921,2025-03-26,1065,44,11,12,,147.13,32935.84
1922,2025-07-04,2332,52,6,5,,84.45,
1924,2025-02-21,1227,31,13,3,1044.89,,
1925,2025-10-10,2319,17,4,8,189.35,19.23,
1931,2025-12-26,1298,11,12,11,538.11,,51419.76
1934,2025-10-10,2625,75,3,3,1246.0,112.67,
1935,2025-01-09,2033,22,10,5,428.02,56.51,
1936,2025-06-21,1365,70,7,8,,124.74,111928.88
1937,2026-01-04,1606,13,3,9,1688.54,419.51,
1938,2025-04-19,324,51,14,2,701.66,,
1939,2025-09-24,275,2,5,3,1709.69,273.88,
1940,2025-06-15,1070,70,9,6,,270.08,
1941,2025-10-04,3519,75,10,5,,273.28,
1950,2025-11-09,2055,26,7,4,,,
1952,2025-10-03,948,12,5,12,,,126271.42
1955,2025-11-13,1469,68,3,7,212.76,47.06,
